Rank,nctid,age,age_id
5221,NCT04588415,"18 Years and older  (Adult, Older Adult)",age_101
5224,NCT04442204,"18 Years and older  (Adult, Older Adult)",age_101
5228,NCT04357314,"18 Years and older  (Adult, Older Adult)",age_101
5231,NCT04346589,"18 Years and older  (Adult, Older Adult)",age_101
5234,NCT04394195,"18 Years and older  (Adult, Older Adult)",age_101
5235,NCT04632368,"18 Years and older  (Adult, Older Adult)",age_101
5236,NCT04775056,"18 Years and older  (Adult, Older Adult)",age_101
5238,NCT04366947,"18 Years and older  (Adult, Older Adult)",age_101
5239,NCT04535297,"18 Years and older  (Adult, Older Adult)",age_101
5242,NCT04460677,"18 Years and older  (Adult, Older Adult)",age_101
5244,NCT04377100,"18 Years and older  (Adult, Older Adult)",age_101
5246,NCT04459975,"18 Years and older  (Adult, Older Adult)",age_101
5249,NCT04422535,"18 Years and older  (Adult, Older Adult)",age_101
5251,NCT04684615,"18 Years and older  (Adult, Older Adult)",age_101
5252,NCT04290871,"18 Years and older  (Adult, Older Adult)",age_101
5255,NCT04902118,"18 Years and older  (Adult, Older Adult)",age_101
5257,NCT04459455,"18 Years and older  (Adult, Older Adult)",age_101
5259,NCT04715438,"18 Years and older  (Adult, Older Adult)",age_101
5260,NCT04576299,"18 Years and older  (Adult, Older Adult)",age_101
5263,NCT04524754,"18 Years and older  (Adult, Older Adult)",age_101
5266,NCT04413435,"18 Years and older  (Adult, Older Adult)",age_101
5267,NCT04425499,"18 Years and older  (Adult, Older Adult)",age_101
5269,NCT04855539,"18 Years and older  (Adult, Older Adult)",age_101
5273,NCT04341142,"18 Years and older  (Adult, Older Adult)",age_101
5275,NCT04768153,"18 Years and older  (Adult, Older Adult)",age_101
5276,NCT04328454,"18 Years and older  (Adult, Older Adult)",age_101
5278,NCT04362059,"18 Years and older  (Adult, Older Adult)",age_101
5279,NCT04826822,"18 Years and older  (Adult, Older Adult)",age_101
5280,NCT04453514,"18 Years and older  (Adult, Older Adult)",age_101
5281,NCT04481516,"18 Years and older  (Adult, Older Adult)",age_101
5291,NCT04798625,"18 Years and older  (Adult, Older Adult)",age_101
5294,NCT04445870,"18 Years and older  (Adult, Older Adult)",age_101
5295,NCT04918160,"18 Years and older  (Adult, Older Adult)",age_101
5298,NCT04423289,"18 Years and older  (Adult, Older Adult)",age_101
5301,NCT04855162,"18 Years and older  (Adult, Older Adult)",age_101
5302,NCT04360850,"18 Years and older  (Adult, Older Adult)",age_101
5305,NCT04636554,"18 Years and older  (Adult, Older Adult)",age_101
5306,NCT04812184,"18 Years and older  (Adult, Older Adult)",age_101
5311,NCT04542226,"18 Years and older  (Adult, Older Adult)",age_101
5317,NCT04659928,"18 Years and older  (Adult, Older Adult)",age_101
5318,NCT04644328,"18 Years and older  (Adult, Older Adult)",age_101
5319,NCT04727294,"18 Years and older  (Adult, Older Adult)",age_101
5324,NCT04372576,"18 Years and older  (Adult, Older Adult)",age_101
5327,NCT04813692,"18 Years and older  (Adult, Older Adult)",age_101
5331,NCT04325906,"18 Years and older  (Adult, Older Adult)",age_101
5332,NCT04780113,"18 Years and older  (Adult, Older Adult)",age_101
5334,NCT04344964,"18 Years and older  (Adult, Older Adult)",age_101
5335,NCT04978194,"18 Years and older  (Adult, Older Adult)",age_101
5337,NCT04376658,"18 Years and older  (Adult, Older Adult)",age_101
5339,NCT04384549,"18 Years and older  (Adult, Older Adult)",age_101
5342,NCT04753632,"18 Years and older  (Adult, Older Adult)",age_101
5343,NCT04887220,"18 Years and older  (Adult, Older Adult)",age_101
5344,NCT04891133,"18 Years and older  (Adult, Older Adult)",age_101
5347,NCT04667962,"18 Years and older  (Adult, Older Adult)",age_101
5350,NCT04443764,"18 Years and older  (Adult, Older Adult)",age_101
5352,NCT04388605,"18 Years and older  (Adult, Older Adult)",age_101
5355,NCT04384965,"18 Years and older  (Adult, Older Adult)",age_101
5356,NCT04769297,"18 Years and older  (Adult, Older Adult)",age_101
5359,NCT04634422,"18 Years and older  (Adult, Older Adult)",age_101
5363,NCT04821037,"18 Years and older  (Adult, Older Adult)",age_101
5365,NCT04483752,"18 Years and older  (Adult, Older Adult)",age_101
5368,NCT04558411,"18 Years and older  (Adult, Older Adult)",age_101
5370,NCT04661813,"18 Years and older  (Adult, Older Adult)",age_101
5371,NCT04704544,"18 Years and older  (Adult, Older Adult)",age_101
5372,NCT04456062,"18 Years and older  (Adult, Older Adult)",age_101
5374,NCT04325893,"18 Years and older  (Adult, Older Adult)",age_101
5375,NCT04818164,"18 Years and older  (Adult, Older Adult)",age_101
5376,NCT04769258,"18 Years and older  (Adult, Older Adult)",age_101
5378,NCT04337008,"18 Years and older  (Adult, Older Adult)",age_101
5379,NCT04427137,"18 Years and older  (Adult, Older Adult)",age_101
5380,NCT04550390,"18 Years and older  (Adult, Older Adult)",age_101
5381,NCT04373213,"18 Years and older  (Adult, Older Adult)",age_101
5382,NCT04327388,"18 Years and older  (Adult, Older Adult)",age_101
5384,NCT04341714,"18 Years and older  (Adult, Older Adult)",age_101
5387,NCT04909879,"18 Years and older  (Adult, Older Adult)",age_101
5394,NCT04442243,"18 Years and older  (Adult, Older Adult)",age_101
5396,NCT04346082,"18 Years and older  (Adult, Older Adult)",age_101
5397,NCT04326114,"18 Years and older  (Adult, Older Adult)",age_101
5398,NCT04858542,"18 Years and older  (Adult, Older Adult)",age_101
5400,NCT04389684,"18 Years and older  (Adult, Older Adult)",age_101
5403,NCT04798677,"18 Years and older  (Adult, Older Adult)",age_101
5404,NCT04870606,"18 Years and older  (Adult, Older Adult)",age_101
5405,NCT04441424,"18 Years and older  (Adult, Older Adult)",age_101
5410,NCT04632602,"18 Years and older  (Adult, Older Adult)",age_101
5414,NCT04380766,"18 Years and older  (Adult, Older Adult)",age_101
5415,NCT04517006,"18 Years and older  (Adult, Older Adult)",age_101
5416,NCT04954469,"18 Years and older  (Adult, Older Adult)",age_101
5418,NCT04394013,"18 Years and older  (Adult, Older Adult)",age_101
5421,NCT04448782,"18 Years and older  (Adult, Older Adult)",age_101
5422,NCT04322123,"18 Years and older  (Adult, Older Adult)",age_101
5425,NCT04442282,"18 Years and older  (Adult, Older Adult)",age_101
5427,NCT04442217,"18 Years and older  (Adult, Older Adult)",age_101
5428,NCT04381819,"18 Years and older  (Adult, Older Adult)",age_101
5429,NCT04932863,"18 Years and older  (Adult, Older Adult)",age_101
5430,NCT04444336,"18 Years and older  (Adult, Older Adult)",age_101
5431,NCT04970550,"18 Years and older  (Adult, Older Adult)",age_101
5434,NCT04460196,"18 Years and older  (Adult, Older Adult)",age_101
5435,NCT04557358,"18 Years and older  (Adult, Older Adult)",age_101
5436,NCT04324047,"18 Years and older  (Adult, Older Adult)",age_101
5438,NCT04880174,"18 Years and older  (Adult, Older Adult)",age_101
5441,NCT04847336,"18 Years and older  (Adult, Older Adult)",age_101
5443,NCT04519216,"18 Years and older  (Adult, Older Adult)",age_101
5444,NCT04443868,"18 Years and older  (Adult, Older Adult)",age_101
5445,NCT04445324,"18 Years and older  (Adult, Older Adult)",age_101
5446,NCT04410835,"18 Years and older  (Adult, Older Adult)",age_101
5447,NCT04958902,"18 Years and older  (Adult, Older Adult)",age_101
5448,NCT04724681,"18 Years and older  (Adult, Older Adult)",age_101
5451,NCT04488796,"18 Years and older  (Adult, Older Adult)",age_101
5454,NCT04321278,"18 Years and older  (Adult, Older Adult)",age_101
5458,NCT04351906,"18 Years and older  (Adult, Older Adult)",age_101
5459,NCT04581187,"18 Years and older  (Adult, Older Adult)",age_101
5460,NCT04418531,"18 Years and older  (Adult, Older Adult)",age_101
5462,NCT04594278,"18 Years and older  (Adult, Older Adult)",age_101
5464,NCT04535778,"18 Years and older  (Adult, Older Adult)",age_101
5466,NCT04391946,"18 Years and older  (Adult, Older Adult)",age_101
5469,NCT04824651,"18 Years and older  (Adult, Older Adult)",age_101
5470,NCT04460014,"18 Years and older  (Adult, Older Adult)",age_101
5474,NCT04717089,"18 Years and older  (Adult, Older Adult)",age_101
5475,NCT04794946,"18 Years and older  (Adult, Older Adult)",age_101
5476,NCT04535700,"18 Years and older  (Adult, Older Adult)",age_101
5478,NCT04818697,"18 Years and older  (Adult, Older Adult)",age_101
5482,NCT04565665,"18 Years and older  (Adult, Older Adult)",age_101
5487,NCT04369599,"18 Years and older  (Adult, Older Adult)",age_101
5488,NCT04400305,"18 Years and older  (Adult, Older Adult)",age_101
5489,NCT04645368,"18 Years and older  (Adult, Older Adult)",age_101
5491,NCT04358783,"18 Years and older  (Adult, Older Adult)",age_101
5493,NCT04944394,"18 Years and older  (Adult, Older Adult)",age_101
5494,NCT04341519,"18 Years and older  (Adult, Older Adult)",age_101
5495,NCT04603755,"18 Years and older  (Adult, Older Adult)",age_101
5496,NCT04274322,"18 Years and older  (Adult, Older Adult)",age_101
5497,NCT04025580,"18 Years and older  (Adult, Older Adult)",age_101
5498,NCT04412239,"18 Years and older  (Adult, Older Adult)",age_101
5500,NCT04324073,"18 Years and older  (Adult, Older Adult)",age_101
5507,NCT04559074,"18 Years and older  (Adult, Older Adult)",age_101
5508,NCT04403906,"18 Years and older  (Adult, Older Adult)",age_101
5509,NCT04596579,"18 Years and older  (Adult, Older Adult)",age_101
5510,NCT04470544,"18 Years and older  (Adult, Older Adult)",age_101
5512,NCT04459533,"18 Years and older  (Adult, Older Adult)",age_101
5514,NCT04640194,"18 Years and older  (Adult, Older Adult)",age_101
5515,NCT04842331,"18 Years and older  (Adult, Older Adult)",age_101
5516,NCT04868188,"18 Years and older  (Adult, Older Adult)",age_101
5518,NCT04534400,"18 Years and older  (Adult, Older Adult)",age_101
5521,NCT04395508,"18 Years and older  (Adult, Older Adult)",age_101
5524,NCT04343404,"18 Years and older  (Adult, Older Adult)",age_101
5526,NCT04407663,"18 Years and older  (Adult, Older Adult)",age_101
5527,NCT04352985,"18 Years and older  (Adult, Older Adult)",age_101
5528,NCT04381845,"18 Years and older  (Adult, Older Adult)",age_101
5530,NCT04519385,"18 Years and older  (Adult, Older Adult)",age_101
5534,NCT04865913,"18 Years and older  (Adult, Older Adult)",age_101
5539,NCT04904536,"18 Years and older  (Adult, Older Adult)",age_101
5540,NCT04836793,"18 Years and older  (Adult, Older Adult)",age_101
5541,NCT04583319,"18 Years and older  (Adult, Older Adult)",age_101
5542,NCT04397575,"18 Years and older  (Adult, Older Adult)",age_101
5543,NCT04336748,"18 Years and older  (Adult, Older Adult)",age_101
5544,NCT04437342,"18 Years and older  (Adult, Older Adult)",age_101
5545,NCT04320056,"18 Years and older  (Adult, Older Adult)",age_101
5546,NCT04776005,"18 Years and older  (Adult, Older Adult)",age_101
5551,NCT04433260,"18 Years and older  (Adult, Older Adult)",age_101
5555,NCT04748185,"18 Years and older  (Adult, Older Adult)",age_101
5556,NCT04357847,"18 Years and older  (Adult, Older Adult)",age_101
5558,NCT04367350,"18 Years and older  (Adult, Older Adult)",age_101
5559,NCT04370197,"18 Years and older  (Adult, Older Adult)",age_101
5561,NCT04338672,"18 Years and older  (Adult, Older Adult)",age_101
5562,NCT04539821,"18 Years and older  (Adult, Older Adult)",age_101
5565,NCT04643548,"18 Years and older  (Adult, Older Adult)",age_101
5569,NCT04382391,"18 Years and older  (Adult, Older Adult)",age_101
5572,NCT04765371,"18 Years and older  (Adult, Older Adult)",age_101
5573,NCT04402905,"18 Years and older  (Adult, Older Adult)",age_101
5575,NCT04431466,"18 Years and older  (Adult, Older Adult)",age_101
5576,NCT04530682,"18 Years and older  (Adult, Older Adult)",age_101
5578,NCT04685681,"18 Years and older  (Adult, Older Adult)",age_101
5580,NCT04374942,"18 Years and older  (Adult, Older Adult)",age_101
5581,NCT04743947,"18 Years and older  (Adult, Older Adult)",age_101
5582,NCT04282902,"18 Years and older  (Adult, Older Adult)",age_101
5585,NCT04327180,"18 Years and older  (Adult, Older Adult)",age_101
5586,NCT04372030,"18 Years and older  (Adult, Older Adult)",age_101
5589,NCT04756856,"18 Years and older  (Adult, Older Adult)",age_101
5590,NCT04665778,"18 Years and older  (Adult, Older Adult)",age_101
5594,NCT04944823,"18 Years and older  (Adult, Older Adult)",age_101
5599,NCT04276688,"18 Years and older  (Adult, Older Adult)",age_101
5601,NCT04361552,"18 Years and older  (Adult, Older Adult)",age_101
5602,NCT04961385,"18 Years and older  (Adult, Older Adult)",age_101
5603,NCT04385186,"18 Years and older  (Adult, Older Adult)",age_101
5604,NCT04668339,"18 Years and older  (Adult, Older Adult)",age_101
5606,NCT04515225,"18 Years and older  (Adult, Older Adult)",age_101
5609,NCT04455360,"18 Years and older  (Adult, Older Adult)",age_101
5610,NCT04954157,"18 Years and older  (Adult, Older Adult)",age_101
5613,NCT04358952,"18 Years and older  (Adult, Older Adult)",age_101
5616,NCT04290858,"18 Years and older  (Adult, Older Adult)",age_101
5617,NCT04427176,"18 Years and older  (Adult, Older Adult)",age_101
5619,NCT04382378,"18 Years and older  (Adult, Older Adult)",age_101
5621,NCT04944134,"18 Years and older  (Adult, Older Adult)",age_101
5622,NCT04918940,"18 Years and older  (Adult, Older Adult)",age_101
5623,NCT04517682,"18 Years and older  (Adult, Older Adult)",age_101
5624,NCT04726163,"18 Years and older  (Adult, Older Adult)",age_101
5625,NCT04393818,"18 Years and older  (Adult, Older Adult)",age_101
5626,NCT04923386,"18 Years and older  (Adult, Older Adult)",age_101
5629,NCT04959708,"18 Years and older  (Adult, Older Adult)",age_101
5631,NCT04383457,"18 Years and older  (Adult, Older Adult)",age_101
5632,NCT04754698,"18 Years and older  (Adult, Older Adult)",age_101
5638,NCT04371302,"18 Years and older  (Adult, Older Adult)",age_101
5639,NCT04756609,"18 Years and older  (Adult, Older Adult)",age_101
5645,NCT04288713,"18 Years and older  (Adult, Older Adult)",age_101
5648,NCT04945356,"18 Years and older  (Adult, Older Adult)",age_101
5649,NCT04900467,"18 Years and older  (Adult, Older Adult)",age_101
5655,NCT04388826,"18 Years and older  (Adult, Older Adult)",age_101
5657,NCT04637867,"18 Years and older  (Adult, Older Adult)",age_101
5659,NCT04318366,"18 Years and older  (Adult, Older Adult)",age_101
5663,NCT04374474,"18 Years and older  (Adult, Older Adult)",age_101
5666,NCT04448405,"18 Years and older  (Adult, Older Adult)",age_101
5667,NCT04345887,"18 Years and older  (Adult, Older Adult)",age_101
5670,NCT04378738,"18 Years and older  (Adult, Older Adult)",age_101
5673,NCT04844658,"18 Years and older  (Adult, Older Adult)",age_101
